x,z,taille
-14.15,-25.55,0
-1.45,-41.25,0
22.65,-35.55,0
23.25,-27.45,0
-24.45,-48.55,0
-10.35,-41.65,0
-21.05,-33.95,0
-0.25,-27.25,0
17.45,-40.55,0
-7.55,-37.05,0
20.05,-36.65,0
-21.45,-36.65,0
-18.55,-39.65,0
15.45,-48.65,0
22.25,-49.85,0
8.95,-41.15,0
14.95,-28.05,0
2.25,-49.75,0
-15.45,-34.65,0
-9.65,-48.45,0
22.15,-29.05,0
-15.45,-44.55,0
17.15,-49.25,0
-6.65,-39.55,0
-24.65,-49.35,0
-17.85,-35.35,0
13.05,-35.65,0
24.15,-46.15,0
7.95,-30.55,0
-3.45,-38.05,0
-16.75,-32.95,0
18.15,-32.65,0
4.25,-35.35,0
24.95,-31.05,0
-4.55,-42.85,0
-7.95,-36.35,0
-15.85,-37.05,0
-12.95,-31.75,0
-16.15,-27.35,0
-5.75,-44.35,0
7.85,-42.75,0
-23.85,-30.45,0
6.55,-25.55,0
-14.75,-26.65,0
-6.05,-32.65,0
12.05,-42.85,0
-14.65,-45.85,0
-21.15,-43.15,0
-21.65,-44.45,0
-16.55,-28.65,0
-14.75,-41.05,0
15.35,-44.85,0
-3.05,-49.45,0
-9.95,-32.15,0
-10.25,-43.15,0
-17.25,-26.95,0
24.45,-41.35,0
2.65,-42.15,0
8.65,-38.05,0
0.45,-40.35,0
0.25,-39.25,0
-22.75,-45.95,0
-18.85,-43.05,0
-10.85,-33.95,0
11.05,-41.75,0
-16.75,-40.05,0
-9.95,-27.35,0
-23.25,-47.95,0
-14.45,-25.25,0
10.35,-49.95,0
20.25,-49.55,0
16.45,-31.45,0
-6.15,-30.55,0
-11.25,-32.05,0
-18.65,-36.35,0
-15.45,-37.55,0
-8.25,-36.55,0
-0.05,-36.65,0
-9.65,-43.45,0
-8.75,-29.65,0
13.55,-38.15,0
-5.25,-44.55,0
-9.55,-29.85,0
16.25,-48.85,0
-14.15,-25.95,0
7.75,-26.85,0
-19.15,-39.55,0
-16.65,-31.75,0
-11.45,-31.75,0
-7.05,-30.35,0
-2.65,-35.35,0
20.15,-29.35,0
-11.05,-25.65,0
-4.55,-46.05,0
-23.85,-43.65,0
-3.55,-38.85,0
-21.95,-30.25,0
1.15,-40.75,0
-5.25,-28.85,0
-16.45,-40.55,0
1.95,-29.45,0
-16.55,-29.25,0
-23.05,-33.55,0
-14.15,-28.35,0
-7.05,-31.45,0
16.75,-37.85,0
-7.15,-49.35,0
22.05,-36.05,0
-23.15,-34.55,0
21.85,-41.55,0
20.45,-42.05,0
4.75,-35.55,0
-14.75,-36.25,0
6.25,-34.55,0
5.65,-35.85,0
-6.25,-44.35,0
-24.45,-43.15,0
-23.45,-32.95,0
2.45,-36.85,0
0.85,-44.35,0
2.65,-41.95,0
-18.75,-26.35,0
5.15,-40.35,0
18.65,-47.35,0
4.05,-30.05,0
-17.25,-48.95,0
7.65,-41.55,0
-3.15,-33.15,0
-21.05,-41.45,0
-0.55,-45.55,0
3.05,-30.15,0
18.85,-49.95,0
-6.05,-32.85,0
-11.45,-31.05,0
-16.25,-45.65,0
-12.35,-44.35,0
0.15,-25.55,0
11.65,-30.05,0
22.55,-41.55,0
4.55,-46.15,0
-18.55,-38.55,0
16.25,-45.85,0
7.15,-45.45,0
17.15,-33.05,0
-17.95,-26.05,0
13.15,-47.85,0
16.35,-28.55,0
-10.75,-30.65,0
12.15,-44.35,0
-14.25,-42.65,0
-15.85,-26.15,0
-20.75,-47.85,0
9.75,-49.25,0
5.15,-27.25,0
17.05,-40.15,0
21.35,-40.25,0
-15.15,-29.15,0
12.85,-45.65,0
19.85,-43.85,0
-20.45,-28.75,0
19.95,-38.35,0
4.75,-48.75,0
23.05,-42.65,0
1.95,-45.85,0
20.15,-42.45,0
15.95,-41.95,0
4.35,-38.15,0
0.85,-41.85,0
24.85,-28.55,0
7.95,-25.15,0
12.95,-41.35,0
-13.55,-25.85,0
-14.25,-32.05,0
21.95,-35.85,0
6.65,-28.05,0
16.85,-33.95,0
-13.25,-29.85,0
-20.95,-39.15,0
21.45,-47.25,0
0.05,-39.05,0
24.15,-26.55,0
18.25,-34.55,0
12.05,-36.55,0
24.55,-40.75,0
-3.55,-32.95,0
-11.45,-45.65,0
13.45,-48.65,0
-7.75,-47.55,0
17.15,-41.25,0
-15.45,-48.25,0
18.55,-41.45,0
18.35,-40.15,0
-2.05,-38.35,0
6.55,-45.65,0
-2.85,-49.75,0
-16.75,-37.05,0
-17.45,-46.25,0
1.95,-32.85,0
-21.45,-44.65,0
4.45,-29.85,0
-7.15,-38.25,0
15.75,-26.15,0
-9.15,-42.15,0
-0.15,-32.65,0
13.75,-32.85,0
9.35,-44.45,0
-21.35,-44.15,0
0.95,-49.15,0
12.65,-46.45,0
-16.75,-32.25,0
24.25,-36.35,0
-23.65,-49.05,0
-17.05,-42.55,0
-17.95,-49.55,0
6.65,-25.75,0
24.55,-42.35,0
-11.15,-49.25,0
19.55,-28.45,0
3.65,-43.25,0
-24.65,-47.85,0
-10.35,-41.45,0
-5.55,-47.35,0
2.95,-27.75,0
4.95,-44.55,0
1.95,-31.55,0
2.95,-38.45,0
16.35,-28.05,0
-10.65,-44.35,0
-9.55,-41.65,0
10.95,-39.55,0
-16.45,-47.65,0
-2.75,-43.35,0
16.05,-30.25,0
-15.15,-41.75,0
23.15,-31.65,0
-8.65,-31.85,0
21.95,-27.15,0
7.95,-30.75,0
3.25,-48.15,0
-12.05,-31.55,0
-3.95,-34.55,0
1.55,-26.65,0
-20.15,-47.85,0
-4.45,-27.25,0
3.95,-40.75,0
-1.25,-36.45,0
-14.85,-46.45,0
-20.65,-37.85,0
-8.35,-37.85,0
-3.75,-36.85,0
-8.45,-44.55,0
24.55,-46.45,0
5.85,-42.45,0
-24.65,-27.05,0
9.75,-42.35,0
15.05,-47.55,0
-23.35,-49.95,0
-4.85,-49.75,0
-13.55,-39.15,0
-10.95,-46.65,0
-6.55,-36.15,0
5.55,-30.55,0
9.35,-31.75,0
-19.85,-33.85,0
16.85,-29.65,0
-24.25,-39.25,0
-3.35,-32.55,0
4.45,-31.45,0
-1.45,-41.05,0
-8.15,-44.95,0
4.25,-39.95,0
0.25,-28.95,0
7.85,-28.35,0
4.35,-37.85,0
23.05,-46.35,0
14.65,-44.55,0
4.85,-26.35,0
-1.65,-39.65,0
-12.25,-32.85,0
-0.45,-45.25,0
-24.45,-43.95,0
-1.35,-46.75,0
6.85,-34.65,0
-15.65,-48.15,0
8.25,-42.15,0
4.25,-35.65,0
12.15,-40.15,0
1.35,-49.65,0
-15.65,-35.55,0
-14.65,-40.85,0
20.75,-47.95,0
23.15,-39.25,0
15.45,-41.05,0
21.65,-48.55,0
-17.15,-39.95,0
-21.85,-44.45,0
8.05,-32.75,0
-18.25,-41.35,0
11.45,-28.65,0
21.75,-45.25,0
-17.05,-49.45,0
24.25,-32.55,0
13.15,-35.85,0
17.25,-27.45,0
-9.25,-35.75,0
-9.85,-48.75,0
-14.55,-28.35,0
13.35,-34.35,0
15.95,-40.15,0
-2.55,-39.25,0
19.65,-32.95,0
20.35,-31.55,0
-17.65,-29.15,0
-22.95,-34.45,0
3.25,-39.95,0
19.25,-31.15,0
-21.65,-25.35,0
23.95,-35.15,0
-18.95,-25.55,0
-9.95,-40.85,0
8.65,-40.75,0
21.65,-29.15,0
-6.55,-49.05,0
15.15,-36.65,0
1.75,-45.45,0
-2.35,-25.65,0
12.85,-29.35,0
21.45,-28.15,0
18.55,-29.25,0
-7.25,-37.85,0
6.45,-34.95,0
-1.65,-35.45,0
-22.15,-32.65,0
-17.75,-30.95,0
5.45,-35.55,0
-3.65,-43.25,0
-22.15,-41.45,0
-11.15,-29.05,0
4.25,-40.85,0
6.45,-28.85,0
5.65,-49.55,0
-19.35,-45.95,0
17.55,-41.25,0
-8.95,-43.95,0
-7.65,-33.45,0
16.15,-36.35,0
4.15,-42.75,0
21.15,-27.35,0
-10.85,-32.75,0
-7.75,-26.85,0
22.45,-42.25,0
22.45,-49.05,0
5.75,-40.15,0
18.35,-45.95,0
-10.45,-35.75,0
2.95,-33.45,0
10.45,-43.55,0
-18.65,-32.25,0
7.45,-31.45,0
-3.35,-28.35,0
2.85,-45.85,0
13.15,-46.25,0
-3.55,-25.35,0
-16.65,-35.05,0
-22.55,-41.15,0
-22.45,-39.15,0
-18.25,-27.55,0
-14.25,-38.65,0
-19.55,-28.55,0
-11.35,-44.35,0
-19.15,-33.15,0
-6.45,-35.05,0
-2.25,-45.75,0
-3.15,-40.55,0
10.45,-41.95,0
-14.25,-31.65,0
14.05,-32.05,0
-24.55,-46.75,0
6.15,-49.95,0
-9.05,-43.35,0
-8.55,-42.35,0
-12.85,-41.55,0
4.95,-26.05,0
-22.25,-29.85,0
12.45,-31.05,0
10.05,-42.75,0
20.15,-29.65,0
-1.35,-26.15,0
22.95,-32.15,0
-18.45,-46.95,0
-1.45,-29.25,0
2.05,-29.15,0
0.55,-40.85,0
23.45,-40.15,0
-22.95,-49.05,0
-23.35,-46.85,0
-6.35,-33.95,0
1.55,-36.25,0
17.25,-44.25,0
13.65,-44.65,0
7.85,-49.25,0
9.85,-36.05,0
20.45,-37.35,0
17.75,-30.65,0
-19.05,-38.75,0
18.15,-48.95,0
22.75,-30.65,0
-6.85,-31.15,0
-19.45,-39.15,0
-24.05,-32.25,0
21.95,-32.95,0
8.65,-49.25,0
-13.35,-30.45,0
-18.65,-30.55,0
-1.65,-41.25,0
14.35,-31.75,0
14.85,-47.95,0
10.25,-38.55,0
-22.25,-40.55,0
12.45,-26.55,0
-16.95,-43.75,0
8.55,-42.85,0
-17.55,-36.35,0
21.85,-40.05,0
-9.45,-47.95,0
23.65,-32.85,0
20.75,-30.25,0
-11.85,-31.95,0
24.05,-33.85,0
-3.15,-36.15,0
10.25,-38.75,0
22.95,-41.85,0
-23.45,-46.15,0
12.35,-36.35,0
15.85,-27.45,0
9.95,-31.75,0
2.45,-41.55,0
-21.95,-40.95,0
17.25,-29.05,0
23.65,-32.65,0
18.85,-47.15,0
-15.55,-49.35,0
-13.15,-39.55,0
-7.95,-31.35,0
12.75,-48.55,0
15.95,-42.65,0
23.95,-38.35,0
4.95,-34.45,0
2.85,-31.65,0
8.35,-45.55,0
-13.75,-38.45,0
-10.45,-29.95,0
17.95,-32.05,0
-20.65,-39.65,0
-13.55,-41.65,0
12.35,-29.25,0
14.05,-29.45,0
1.75,-44.95,0
23.95,-27.85,0
-0.35,-45.25,0
-8.55,-41.45,0
16.25,-46.25,0
-1.65,-27.25,0
-22.55,-43.95,0
11.25,-34.05,0
-10.25,-44.65,0
-2.35,-26.05,0
-4.05,-43.65,0
-21.75,-25.95,0
-0.95,-49.75,0
-19.85,-27.85,0
-20.05,-48.45,0
-15.05,-41.55,0
-19.05,-30.55,0
24.15,-42.85,0
-19.65,-30.55,0
4.25,-31.35,0
18.05,-27.55,0
10.55,-29.85,0
17.65,-29.85,0
-20.75,-39.75,0
-5.95,-33.15,0
-3.65,-47.95,0
1.05,-33.75,0
24.45,-33.25,0
0.35,-35.95,0
-22.95,-31.05,0
20.95,-32.15,0
5.45,-28.45,0
-2.95,-46.95,0
-11.85,-42.25,0
21.15,-49.75,0
-21.55,-33.25,0
14.25,-39.55,0
-24.75,-42.35,0
-14.55,-43.15,0
-13.95,-49.25,0
20.15,-38.15,0
-15.25,-41.95,0
-2.55,-42.25,0
14.95,-28.25,0
-1.95,-27.75,0
16.65,-34.05,0
-2.25,-36.25,0
6.45,-34.55,0
-5.05,-36.85,0
-8.75,-35.55,0
16.45,-46.95,0
6.85,-25.85,0
0.45,-46.65,0
-18.75,-27.25,0
22.75,-25.55,0
14.05,-32.15,0
3.85,-45.85,0
15.75,-25.75,0
6.75,-36.85,0
-16.05,-32.25,0
12.35,-26.35,0
4.85,-30.55,0
20.05,-25.25,0
-0.15,-47.75,0
-23.35,-41.05,0
22.05,-47.35,0
13.05,-49.45,0
7.35,-27.75,0
8.65,-27.05,0
-24.35,-27.65,0
1.25,-25.55,0
6.75,-42.95,0
-12.25,-37.55,0
-16.75,-48.35,0
-9.65,-33.05,0
-19.65,-45.85,0
-10.65,-28.35,0
-12.05,-47.45,0
2.05,-35.25,0
0.35,-43.05,0
14.25,-43.55,0
-13.95,-32.25,0
-13.05,-36.65,0
11.15,-39.25,0
-22.95,-37.75,0
-22.35,-29.45,0
-5.45,-36.75,0
-13.35,-42.05,0
18.25,-41.95,0
-8.45,-45.05,0
-20.95,-45.45,0
6.05,-27.95,0
-19.25,-40.05,0
-24.45,-41.15,0
13.75,-28.75,0
20.85,-41.05,0
-2.15,-43.95,0
16.15,-42.25,0
9.95,-37.15,0
-13.15,-43.65,0
3.65,-35.55,0
-10.35,-30.55,0
-23.95,-45.15,0
8.05,-38.05,0
14.05,-43.65,0
13.85,-48.35,0
3.55,-45.75,0
1.05,-40.75,0
-15.55,-41.05,0
-23.65,-31.65,0
24.45,-37.15,0
2.25,-40.95,0
-5.35,-43.05,0
4.65,-29.55,0
12.05,-46.75,0
-23.25,-39.95,0
23.55,-45.05,0
-22.15,-44.75,0
-23.95,-44.55,0
23.65,-36.95,0
-14.65,-29.15,0
7.05,-47.95,0
-20.35,-25.55,0
23.05,-29.55,0
-8.85,-30.25,0
15.75,-45.95,0
-5.25,-37.25,0
6.05,-33.85,0
-2.85,-31.25,0
-22.85,-45.25,0
4.45,-28.95,0
12.05,-30.65,0
22.05,-39.95,0
-4.95,-37.75,0
-2.85,-44.05,0
-21.05,-28.95,0
-7.85,-40.95,0
-8.85,-47.95,0
-9.15,-31.85,0
1.55,-30.55,0
15.55,-39.25,0
-19.95,-29.25,0
-9.35,-41.75,0
4.35,-31.15,0
-11.05,-43.45,0
-21.25,-44.75,0
17.65,-27.25,0
8.15,-40.95,0
23.75,-29.45,0
22.75,-34.35,0
-21.15,-44.95,0
-5.25,-39.35,0
14.35,-33.35,0
21.55,-30.95,0
-19.35,-37.45,0
13.05,-46.45,0
16.15,-45.15,0
-20.55,-30.15,0
-14.85,-31.05,0
-3.35,-42.85,0
-2.25,-34.15,0
21.05,-43.35,0
23.55,-28.35,0
-6.85,-27.85,0
23.35,-28.15,0
-3.15,-47.25,0
-11.85,-49.45,0
-24.35,-41.95,0
-12.55,-49.55,0
-3.65,-27.55,0
-10.55,-43.85,0
24.55,-44.55,0
4.05,-37.75,0
11.35,-29.25,0
23.25,-47.45,0
-2.35,-33.95,0
-19.65,-30.35,0
-20.85,-33.15,0
-24.45,-43.65,0
-4.75,-41.05,0
-2.95,-34.95,0
-5.75,-26.35,0
-10.85,-32.95,0
-12.75,-47.35,0
19.45,-32.55,0
-7.55,-36.55,0
-6.55,-37.65,0
7.15,-32.95,0
-3.55,-45.55,0
22.05,-43.05,0
-5.55,-42.05,0
11.65,-37.55,0
5.25,-32.85,0
23.65,-46.65,0
14.35,-46.85,0
-5.95,-48.15,0
-0.85,-42.75,0
-0.75,-32.75,0
-15.35,-30.75,0
12.45,-40.65,0
18.65,-44.55,0
-2.55,-29.95,0
15.35,-45.05,0
23.85,-34.45,0
14.05,-38.65,0
24.85,-45.45,0
5.15,-46.95,0
19.85,-47.65,0
-6.85,-34.35,0
2.25,-33.25,0
6.85,-48.25,0
17.35,-40.35,0
24.95,-30.55,0
-18.45,-29.15,0
10.55,-32.65,0
0.75,-32.95,0
-20.35,-34.75,0
-24.55,-39.05,0
-18.35,-38.35,0
17.75,-44.35,0
13.85,-30.55,0
-6.25,-26.15,0
10.15,-44.75,0
19.35,-32.85,0
14.75,-38.55,0
-6.25,-46.85,0
2.55,-45.85,0
4.55,-27.15,0
4.85,-27.05,0
-21.55,-33.85,0
-3.35,-27.75,0
-10.45,-28.65,0
11.75,-25.15,0
-18.25,-26.55,0
21.95,-43.05,0
-18.05,-41.85,0
-15.65,-28.25,0
-9.75,-38.45,0
0.75,-40.35,0
-19.75,-34.65,0
-18.25,-32.55,0
8.55,-26.45,0
3.65,-31.85,0
0.05,-31.35,0
-4.85,-49.65,0
11.15,-45.55,0
21.75,-29.95,0
21.95,-48.15,0
14.05,-37.85,0
-12.05,-37.45,0
-22.55,-45.75,0
10.25,-48.95,0
-18.05,-29.95,0
15.35,-37.05,0
-3.65,-30.55,0
-2.15,-26.15,0
16.15,-39.85,0
-2.65,-48.05,0
6.25,-28.55,0
4.65,-41.75,0
8.75,-27.75,0
-4.55,-49.75,0
-12.05,-27.85,0
-19.45,-37.35,0
-11.15,-30.65,0
-14.15,-38.15,0
-0.55,-30.65,0
14.75,-36.05,0
18.35,-43.85,0
-9.15,-27.05,0
3.95,-25.75,0
-6.95,-37.95,0
13.35,-46.35,0
-5.95,-36.55,0
16.45,-46.15,0
-14.45,-30.85,0
24.85,-44.85,0
6.45,-32.65,0
2.55,-42.85,0
-18.35,-37.75,0
10.15,-41.25,0
-4.65,-46.25,0
-19.05,-34.05,0
17.05,-48.95,0
21.05,-25.35,0
-1.25,-41.75,0
-13.45,-31.95,0
6.55,-30.05,0
-18.45,-34.65,0
11.35,-43.35,0
-19.35,-34.35,0
-13.65,-33.75,0
14.05,-39.45,0
-18.35,-46.65,0
-2.75,-27.25,0
16.15,-41.85,0
20.95,-28.45,0
20.75,-36.85,0
7.25,-48.75,0
-15.75,-36.25,0
0.75,-44.75,0
-24.45,-41.25,0
-4.35,-43.05,0
-19.55,-35.05,0
4.25,-35.55,0
-6.15,-48.15,0
14.25,-33.65,0
-24.65,-31.05,0
3.45,-45.25,0
2.75,-35.85,0
7.55,-30.95,0
9.95,-40.35,0
4.45,-43.05,0
11.75,-46.35,0
3.35,-39.25,0
7.45,-46.95,0
20.85,-48.55,0
-18.25,-26.45,0
13.15,-29.95,0
4.35,-31.75,0
19.55,-36.15,0
8.35,-25.95,0
-22.75,-35.15,0
18.85,-29.75,0
-5.85,-35.85,0
2.85,-43.85,0
-22.55,-44.15,0
-12.75,-36.85,0
-9.25,-45.55,0
23.05,-36.25,0
7.95,-42.55,0
-12.15,-42.05,0
-11.15,-27.35,0
2.05,-45.65,0
4.35,-29.95,0
-2.15,-44.95,0
21.55,-27.85,0
-3.45,-27.45,0
-14.15,-44.95,0
-16.75,-44.35,0
16.15,-41.05,0
-8.05,-31.15,0
7.25,-37.75,0
-9.25,-41.35,0
-23.95,-33.85,0
19.55,-27.85,0
15.15,-29.65,0
8.35,-35.85,0
1.25,-25.15,0
20.35,-43.55,0
-5.05,-43.45,0
21.15,-45.45,0
-11.35,-25.45,0
-18.55,-48.85,0
-16.55,-27.65,0
22.35,-48.55,0
11.95,-35.95,0
-2.65,-44.15,0
-24.55,-35.25,0
-16.45,-27.25,0
-21.85,-29.75,0
-17.95,-34.85,0
-20.35,-43.65,0
-12.15,-33.75,0
22.65,-40.85,0
1.35,-40.65,0
-21.35,-28.55,0
17.55,-48.35,0
21.15,-32.75,0
-1.85,-31.55,0
-3.85,-34.65,0
2.05,-40.55,0
-11.25,-42.55,0
-9.15,-43.65,0
8.95,-35.05,0
-0.25,-27.05,0
3.55,-32.75,0
0.25,-32.45,0
-18.75,-29.35,0
0.85,-46.15,0
2.35,-42.45,0
-22.65,-25.95,0
-21.65,-31.25,0
1.85,-49.45,0
-3.65,-42.05,0
-22.75,-25.45,0
-3.75,-38.15,0
-21.35,-36.05,0
19.75,-41.85,0
4.35,-26.95,0
-12.85,-47.75,0
-20.75,-42.25,0
6.35,-25.35,0
-18.55,-37.45,0
12.85,-27.35,0
10.25,-45.15,0
-0.45,-48.45,0
15.85,-41.45,0
11.85,-28.85,0
-14.05,-39.45,0
-11.85,-30.65,0
19.45,-48.45,0
20.15,-45.65,0
-15.45,-35.45,0
-24.95,-27.25,0
-10.55,-49.25,0
-11.25,-44.65,0
15.85,-40.95,0
-24.75,-33.05,0
-24.65,-46.35,0
-16.75,-27.05,0
11.75,-44.35,0
7.75,-43.85,0
-9.35,-34.25,0
3.75,-48.15,0
-12.15,-33.05,0
6.45,-26.35,0
23.65,-45.95,0
-1.45,-35.65,0
-0.05,-39.35,0
-3.95,-48.55,0
-22.55,-26.25,0
-21.65,-47.05,0
-11.95,-40.75,0
-21.75,-40.45,0
22.15,-41.95,0
-15.25,-29.35,0
-2.65,-31.75,0
-12.15,-31.85,0
-8.85,-40.25,0
24.25,-43.05,0
-20.35,-48.65,0
-23.45,-45.25,0
13.45,-40.35,0
11.35,-34.05,0
21.05,-37.35,0
1.45,-32.45,0
16.15,-44.15,0
-9.05,-39.35,0
-0.85,-43.55,0
13.95,-49.55,0
23.45,-38.25,0
-23.25,-35.45,0
5.75,-32.95,0
1.65,-32.25,0
22.25,-29.75,0
-19.15,-30.05,0
10.35,-46.15,0
-23.95,-44.95,0
-7.75,-36.55,0
-7.25,-33.85,0
-5.75,-25.15,0
0.65,-41.65,0
-14.65,-37.85,0
-21.85,-37.05,0


# Ensemble de particules : N = 100 | d = 0.7 | E_0 = 0.2 | taille = 0.9
23.4,2.7,0.9
1.8,4.5,0.9
15.3,11.7,0.9
-19.8,21.6,0.9
7.21645e-16,7.21645e-16,0.9
-19.8,9.9,0.9
13.5,18.9,0.9
-18.9,1.8,0.9
-0.9,22.5,0.9
-19.8,-15.3,0.9
9,-14.4,0.9
18,-16.2,0.9
7.21645e-16,9.9,0.9
19.8,23.4,0.9
7.21645e-16,15.3,0.9
21.6,-3.6,0.9
-24.3,-23.4,0.9
20.7,17.1,0.9
19.8,0.9,0.9
12.6,6.3,0.9
0.9,-6.3,0.9
-9.9,8.1,0.9
-9,-2.7,0.9
24.3,17.1,0.9
-11.7,-14.4,0.9
-1.8,-4.5,0.9
-13.5,8.1,0.9
18,0.9,0.9
-4.5,17.1,0.9
-6.3,18,0.9
9.9,13.5,0.9
-14.4,-6.3,0.9
-2.7,9.9,0.9
7.21645e-16,23.4,0.9
16.2,-16.2,0.9
-1.8,9.9,0.9
16.2,-6.3,0.9
22.5,-14.4,0.9
18,3.6,0.9
17.1,-5.4,0.9
13.5,-6.3,0.9
-11.7,21.6,0.9
-15.3,-17.1,0.9
6.3,10.8,0.9
14.4,-3.6,0.9
20.7,3.6,0.9
-14.4,-3.6,0.9
-20.7,9.9,0.9
2.7,-22.5,0.9
3.6,-17.1,0.9
-19.8,-3.6,0.9
-9,-5.4,0.9
2.7,-9.9,0.9
0.9,22.5,0.9
-18.9,-13.5,0.9
15.3,22.5,0.9
-10.8,-18,0.9
17.1,9,0.9
-5.4,23.4,0.9
1.8,-23.4,0.9
-5.4,3.6,0.9
-14.4,-4.5,0.9
-21.6,-7.2,0.9
23.4,-9.9,0.9
-10.8,22.5,0.9
-18,9.9,0.9
2.7,8.1,0.9
-18.9,18.9,0.9
-9,23.4,0.9
-3.6,24.3,0.9
4.5,-13.5,0.9
-5.4,21.6,0.9
-22.5,1.8,0.9
14.4,9,0.9
17.1,23.4,0.9
-3.6,-9,0.9
16.2,13.5,0.9
14.4,14.4,0.9
6.3,-23.4,0.9
5.4,7.2,0.9
-1.8,7.2,0.9
23.4,21.6,0.9
-17.1,-14.4,0.9
0.9,8.1,0.9
18.9,18,0.9
11.7,-12.6,0.9
-18,-3.6,0.9
19.8,-5.4,0.9
6.3,-9.9,0.9
-16.2,-9,0.9
18,-19.8,0.9
9.9,-21.6,0.9
-23.4,19.8,0.9
-24.3,12.6,0.9
6.3,9.9,0.9
-6.3,19.8,0.9
-17.1,13.5,0.9
-13.5,-11.7,0.9
16.2,-15.3,0.9
6.3,-18,0.9


# Ensemble de particules : N = 2000 | d = 0.4 | E_0 = 1.2 | taille = 0
-16.425,-23.175,0
-11.025,23.175,0
6.975,-20.475,0
4.725,-1.125,0
19.125,-13.275,0
-21.375,24.525,0
22.725,4.725,0
-11.475,-0.675,0
4.275,-22.725,0
-22.725,19.575,0
-19.575,18.675,0
8.325,-20.925,0
-22.725,10.575,0
4.275,11.475,0
0.675,-3.825,0
14.175,10.125,0
-17.325,3.825,0
7.875,21.825,0
10.125,-15.525,0
-11.475,15.525,0
-10.125,21.375,0
-22.275,-11.925,0
-19.575,-12.375,0
-20.925,-21.825,0
-14.175,-23.625,0
11.475,-13.275,0
-15.075,6.075,0
5.175,-0.225,0
-4.725,2.475,0
6.075,13.275,0
-20.025,-11.475,0
-20.025,15.075,0
16.425,-11.025,0
-5.175,-11.025,0
24.525,-1.575,0
-21.375,-19.575,0
-21.375,11.475,0
23.175,20.025,0
-13.725,9.225,0
-16.425,-21.825,0
2.475,13.725,0
-23.175,-4.275,0
22.275,15.075,0
3.375,-9.225,0
-6.975,-10.125,0
16.875,18.675,0
-6.975,-7.425,0
20.025,16.875,0
23.625,20.475,0
4.275,-2.925,0
-7.875,5.175,0
9.225,-3.375,0
22.725,-4.275,0
-21.375,-18.225,0
14.175,13.725,0
11.475,-1.575,0
15.075,2.925,0
-19.125,-18.675,0
-11.475,0.225,0
19.575,-24.525,0
20.475,-18.225,0
20.025,6.975,0
4.275,4.725,0
20.475,-15.525,0
-6.975,12.375,0
24.525,14.175,0
18.225,-18.225,0
-20.925,-6.525,0
9.675,21.825,0
0.225,22.725,0
8.325,24.075,0
24.075,-6.525,0
12.825,-13.275,0
23.175,-17.775,0
22.725,-19.125,0
-21.825,14.175,0
-0.225,-14.625,0
3.375,15.525,0
17.775,7.875,0
-15.525,14.175,0
-14.625,-21.825,0
-11.475,16.875,0
22.725,16.875,0
-16.425,17.775,0
7.425,21.825,0
-22.725,-14.625,0
12.825,10.575,0
-22.275,-4.725,0
5.625,15.525,0
-0.225,20.475,0
-14.625,14.625,0
-16.875,-2.925,0
5.175,1.125,0
10.575,10.125,0
6.525,5.175,0
-23.625,-0.225,0
11.475,1.125,0
3.825,10.575,0
