vx,vz
1.34713e-11,-9.42674e-12
-2.24384e-11,-8.49584e-12
-8.63717e-12,-6.45396e-12
1.92979e-11,-6.20816e-12
-4.01531e-12,1.63305e-11
1.51415e-11,1.87942e-11
3.12578e-11,-1.17321e-11
-4.08734e-11,-1.12261e-11
-2.95943e-12,-1.75246e-11
8.75729e-12,1.97094e-12
-2.96432e-11,4.81517e-12
-5.21871e-12,-8.82695e-12
4.57169e-11,-2.49909e-11
-3.18266e-11,1.2312e-11
2.02355e-11,5.54541e-11
-2.46529e-11,2.04958e-11
-1.74149e-11,-6.54962e-12
-2.4937e-11,1.83857e-11
-2.30766e-12,-4.85983e-12
2.03412e-11,-1.10558e-11
-9.36895e-12,-1.42679e-11
2.4279e-11,-6.66745e-12
-4.09631e-12,1.63212e-11
1.70845e-12,-3.81532e-11
-1.8631e-11,3.02901e-11
-2.10077e-11,6.80119e-12
-4.00767e-12,-1.4435e-11
1.99205e-12,1.58961e-12
8.37696e-12,9.91379e-12
2.26857e-11,-1.38342e-11
5.17686e-12,2.18455e-11
2.28025e-12,-2.38873e-11
-1.30779e-11,-3.39871e-12
3.7681e-11,1.19659e-11
2.60103e-12,4.84948e-12
-2.00241e-11,1.67641e-11
1.70136e-11,-5.39044e-12
-8.22285e-12,-8.62158e-12
-2.23215e-11,-1.45491e-11
5.72012e-13,4.70961e-12
4.29118e-11,9.59852e-13
-4.326e-11,-1.52179e-11
-1.51766e-11,-6.03131e-12
-4.17536e-11,-2.73482e-11
1.18733e-11,1.1543e-11
-2.01302e-11,-1.70365e-11
-2.11061e-11,-8.68e-13
-2.71606e-11,4.86995e-12
2.00379e-11,-2.27572e-11
-1.35666e-12,2.54832e-11
-1.77133e-11,7.87704e-12
-1.94642e-11,5.56341e-12
7.30406e-12,7.17952e-12
-8.62703e-12,-7.746e-12
-1.88535e-11,-3.02669e-11
-1.01142e-11,2.35221e-11
1.08818e-11,-1.12838e-11
3.01094e-11,-2.40093e-11
1.88286e-11,9.08798e-12
-3.90937e-11,2.36927e-12
-1.4888e-12,1.88636e-11
5.89028e-12,4.54017e-12
-7.83295e-12,1.76502e-12
2.67362e-11,-9.21879e-12
-8.11288e-13,-2.79733e-11
-2.8845e-12,-2.15176e-11
-1.79526e-11,-1.83106e-11
4.13817e-11,-1.45798e-11
7.69156e-12,2.09526e-11
-1.00103e-11,-8.87109e-12
2.09383e-11,7.77361e-12
-7.31085e-12,-1.63315e-11
-2.01713e-12,-1.32225e-11
2.50069e-11,1.42469e-11
2.88254e-11,1.51815e-11
-2.40838e-11,-6.56617e-12
-2.81531e-11,-6.81568e-12
-2.34406e-11,-3.29019e-11
-1.03215e-11,-2.78158e-11
-5.78664e-11,1.38132e-11
2.68939e-11,-5.58222e-12
4.11127e-11,2.72008e-11
2.06766e-11,1.11755e-11
3.88972e-12,4.64095e-12
-9.487e-12,3.56068e-12
-2.23573e-11,-5.55309e-12
-2.9696e-11,-4.44123e-12
-2.17274e-11,1.53389e-11
-3.19261e-12,4.65602e-11
1.64747e-11,-1.09115e-11
-1.40996e-11,-1.56804e-11
3.11653e-12,1.61383e-12
-1.46875e-11,-1.75221e-11
-2.10525e-11,2.72995e-11
3.17547e-11,4.54519e-11
1.40857e-11,-1.06296e-11
2.07675e-11,-4.95167e-13
-3.82104e-11,-4.66997e-12
-1.32155e-11,4.69409e-11
6.95692e-12,-5.3995e-12
-1.73967e-11,-2.70494e-11
-4.11758e-12,-1.43105e-11
1.04034e-11,6.76243e-12
2.47929e-11,-3.04831e-11
5.80815e-12,1.83732e-11
2.15754e-11,2.50835e-11
1.45683e-11,-1.77978e-12
1.17617e-11,8.45996e-12
-3.26959e-11,2.09069e-11
-2.6785e-11,-6.5736e-12
4.08075e-12,-1.40615e-11
-4.9236e-11,3.29027e-11
-2.94983e-11,-6.90224e-11
-7.0149e-12,3.65382e-11
-1.14324e-11,5.68795e-12
-3.03549e-11,1.71333e-11
-2.43914e-13,-2.77734e-11
2.73103e-11,-3.74977e-13
-2.11041e-11,6.91506e-12
1.74195e-11,-2.56442e-11
-1.24807e-11,-2.82998e-11
-4.44741e-12,-9.8366e-12
2.03024e-11,3.99259e-12
2.64327e-11,9.19444e-12
-1.28729e-11,-3.51014e-11
6.10088e-12,-1.97649e-11
3.70586e-11,4.39441e-11
5.06664e-11,3.92264e-12
-2.6832e-11,2.80159e-11
-5.28561e-12,1.97434e-11
-1.83618e-11,-3.30122e-11
2.99421e-11,-2.04566e-11
-2.6432e-11,-1.58155e-11
2.72366e-11,-9.36494e-12
1.00356e-11,-1.3372e-11
2.99217e-11,1.52795e-12
1.32447e-12,5.91677e-13
-7.50457e-12,-1.87071e-11
1.18654e-11,5.61728e-13
-2.30352e-11,-2.76269e-11
-1.94911e-11,1.16232e-11
1.15162e-11,2.83017e-11
2.45561e-12,1.55747e-11
3.4451e-12,-2.28677e-11
1.28634e-11,-1.84084e-11
-1.11843e-11,3.58339e-12
-4.55593e-12,-1.59629e-11
9.40639e-12,-2.30764e-11
2.53182e-12,1.8348e-11
2.77264e-11,3.0709e-11
-1.0135e-11,-1.97853e-11
6.84031e-12,-1.33393e-11
8.6069e-12,-2.64107e-11
3.65987e-11,1.96441e-11
2.93995e-11,-2.53619e-11
-2.05998e-11,1.12631e-11
4.34427e-12,8.13552e-12
-1.73081e-11,-1.39851e-11
7.65825e-12,-1.01925e-11
-5.81187e-12,1.89856e-11
-1.10915e-11,-1.66329e-11
-6.84978e-12,1.6293e-11
2.56606e-11,-1.77657e-11
-1.99248e-11,-1.48293e-11
7.15937e-12,-1.96642e-11
-2.36865e-12,3.07121e-11
2.87003e-11,1.69662e-11
2.06138e-11,8.73027e-12
-1.43303e-11,8.3708e-12
-2.34623e-11,-8.62436e-12
1.60175e-12,2.16256e-11
3.9112e-11,-2.86549e-13
3.78978e-12,2.63542e-11
3.56415e-12,-2.77607e-11
-1.27405e-11,-2.31626e-11
-1.127e-11,2.12385e-11
-1.54741e-11,-4.35875e-12
-1.57471e-12,1.29338e-11
-1.71618e-11,1.5057e-11
5.27806e-12,-4.19142e-12
2.63103e-11,-2.18076e-11
-8.15759e-12,-1.47239e-11
-1.58647e-12,-1.7154e-11
-1.65161e-11,5.5363e-12
1.00142e-11,6.61994e-12
-8.44416e-12,6.29055e-13
-2.21447e-11,-1.2535e-11
-6.34626e-13,-1.61161e-11
-7.15089e-12,-3.36754e-11
3.08694e-11,3.67595e-11
-4.40331e-11,2.60636e-11
-2.19672e-11,-2.832e-11
-4.99557e-12,-1.01464e-11
3.48737e-11,1.91588e-11
4.03925e-12,1.00511e-11
1.12973e-11,1.93874e-11
-7.80616e-13,-5.99665e-12
1.31574e-11,-4.17161e-11
-1.29415e-11,5.40127e-12
1.35205e-11,-5.95843e-12
-4.01921e-12,-2.96338e-11
-2.07378e-11,5.09999e-12
-2.32368e-11,3.99078e-12
-1.76436e-11,3.14845e-12
2.23209e-11,-2.35308e-13
-1.51213e-12,4.25171e-11
1.4575e-12,-3.02507e-12
2.0466e-11,-2.03513e-11
-1.99236e-11,-1.59865e-11
6.08799e-12,4.15703e-11
-3.82488e-11,2.63143e-11
1.31172e-12,-6.8057e-12
-3.10083e-11,-4.08958e-12
-1.12656e-11,3.6256e-11
-3.77601e-11,-3.62871e-12
1.23264e-11,2.15146e-11
-9.23933e-12,-6.55646e-13
6.2933e-12,-2.54003e-11
2.1765e-12,-5.78621e-12
3.35032e-11,-1.6243e-12
1.6274e-11,3.55402e-11
1.53189e-13,2.67146e-11
-9.55415e-12,2.1255e-11
-5.22546e-12,-1.51023e-12
-1.94408e-11,-8.36648e-12
2.67583e-11,-4.18281e-11
1.16879e-11,1.31898e-11
2.22737e-12,1.11916e-11
2.69108e-12,6.33431e-12
1.51747e-11,-1.31385e-11
1.78201e-11,-2.18925e-11
2.89114e-11,-1.3712e-11
-2.67917e-13,-1.67276e-11
3.31345e-11,-2.54596e-12
-5.31153e-12,-2.34466e-11
-5.47718e-12,2.57423e-11
-1.64394e-11,-1.76228e-11
1.75543e-11,-2.44159e-11
-1.85643e-12,1.33822e-11
-4.86769e-12,2.74359e-11
-5.60561e-12,2.73692e-11
5.94866e-12,3.8782e-12
4.19931e-11,2.3195e-11
-8.90336e-12,-1.68078e-11
1.76999e-11,1.54817e-12
4.79984e-14,1.0836e-11
1.09627e-11,-1.09686e-11
2.34011e-11,2.11259e-11
1.88226e-11,7.27166e-12
7.32539e-12,-2.47507e-11
3.12613e-11,-1.21379e-11
3.82378e-11,-2.26286e-11
6.97717e-13,-6.68305e-12
1.81946e-11,2.73119e-11
-1.23834e-11,-3.08872e-11
1.68671e-11,-1.1035e-12
-1.20528e-11,1.3116e-11
2.33318e-11,1.14783e-11
1.64531e-11,-2.12895e-11
-3.2942e-13,7.89065e-12
-1.32466e-11,2.88046e-11
-2.58124e-11,-1.00803e-11
-1.1779e-11,-5.95734e-12
1.82578e-11,1.19235e-11
2.32859e-12,-5.3891e-11
-4.11765e-11,-5.27214e-12
4.14144e-12,-8.15244e-12
-1.0657e-11,2.41937e-11
1.42791e-11,2.31103e-11
-3.01018e-11,-5.40979e-12
-5.92943e-12,-4.09064e-11
8.10334e-12,-6.57572e-11
-1.43372e-11,-1.59996e-11
-1.16267e-11,-7.33537e-12
-3.24288e-11,9.59238e-12
-2.03191e-11,-8.89824e-12
-4.59164e-12,1.47459e-11
3.76645e-11,-9.29977e-12
-1.17217e-11,-3.30042e-11
2.28587e-11,2.13648e-11
2.00034e-11,6.43248e-12
-1.01305e-11,-1.91615e-11
-1.55523e-11,4.26973e-12
-2.83913e-12,-1.69266e-11
9.21739e-12,4.6347e-13
-7.23493e-12,1.56037e-11
-5.44901e-12,1.31235e-11
1.24e-12,1.2617e-11
9.68833e-12,-1.40855e-11
1.98813e-11,9.99692e-12
-3.54246e-11,1.86153e-11
-1.09201e-11,-5.32914e-12
1.80021e-11,-3.55196e-12
1.85804e-11,2.82138e-11
-1.40947e-11,2.51389e-11
3.87331e-11,1.07205e-11
6.64504e-12,-3.91117e-11
1.77252e-11,3.21253e-11
1.07598e-12,-2.7518e-11
1.036e-11,2.25965e-11
9.76492e-12,8.58064e-12
2.86665e-13,-2.19105e-11
-1.58019e-11,-1.68214e-11
5.91546e-11,-3.02656e-11
-3.0661e-11,1.57233e-12
-5.99505e-13,1.06126e-11
1.42835e-11,-4.48631e-12
1.21937e-11,-1.28281e-11
-1.02051e-11,9.64442e-12
-1.28401e-11,-3.70142e-12
3.71468e-11,-9.17693e-13
-3.34547e-12,-5.43811e-12
8.69293e-12,4.94307e-12
-3.51852e-11,2.16369e-12
2.24488e-13,-2.77682e-11
1.64636e-12,3.00831e-12
4.37374e-12,6.41219e-12
-1.07563e-11,-2.33773e-11
2.16577e-11,-1.23398e-11
2.04149e-11,-1.31584e-11
-8.70346e-12,2.33356e-11
1.34853e-11,1.32364e-11
1.66358e-12,-1.84726e-11
3.16009e-11,7.99963e-12
-3.29311e-11,-1.42232e-12
2.79883e-12,9.09059e-12
-2.26187e-11,2.77094e-11
-1.60884e-12,2.7422e-11
9.88814e-12,1.71821e-11
-6.8767e-12,9.8359e-12
-5.86046e-13,-4.27755e-11
-1.77655e-11,-1.44749e-11
2.21992e-11,2.0367e-11
1.83235e-11,2.18991e-11
2.83773e-11,-1.3285e-12
7.27332e-12,8.90393e-12
-2.59458e-11,1.2311e-12
1.73937e-11,-1.21191e-11
-3.22395e-11,1.24104e-11
-6.09217e-11,-2.03876e-12
2.62554e-11,-1.47054e-11
-2.2937e-11,-1.01841e-11
-2.8704e-11,3.29006e-12
-3.24324e-12,1.99208e-11
3.23373e-11,1.93713e-11
8.24207e-13,-2.6823e-11
7.68516e-13,-1.71272e-11
1.74294e-11,1.32945e-12
1.61422e-11,-3.87223e-11
-1.95885e-11,9.69623e-12
-7.90659e-12,-6.67932e-12
-5.3729e-12,-3.04274e-11
7.99486e-12,-2.62769e-12
-1.65148e-11,-4.90845e-11
-1.55036e-11,-2.64521e-11
1.60751e-11,-3.16269e-11
1.06193e-11,-2.05231e-11
3.24719e-11,-2.03011e-11
-1.02538e-11,1.42137e-11
7.80832e-12,-2.17495e-12
-6.0015e-11,2.97891e-11
5.6958e-12,-9.73047e-12
9.92056e-12,1.481e-12
-1.41097e-12,1.59389e-11
3.53576e-11,-2.15108e-12
-1.14793e-11,7.7825e-12
8.25322e-12,-1.63771e-11
4.09323e-11,5.85532e-11
1.26969e-11,1.06642e-11
-1.03515e-12,-4.72212e-11
-1.19057e-11,1.68535e-11
-3.27456e-11,2.93738e-11
2.9089e-11,1.79762e-11
-4.73232e-11,3.95556e-11
1.92015e-11,1.16355e-11
-1.26911e-11,-3.28482e-12
4.18864e-12,1.24567e-11
-4.74411e-11,5.91349e-12
1.88909e-11,1.53717e-11
-2.60193e-11,2.1629e-11
-1.42881e-11,-1.02031e-11
3.80023e-11,5.78754e-12
-2.91661e-12,-1.03339e-11
5.13993e-11,1.7246e-11
3.09363e-12,-5.99276e-12
-3.28913e-11,-1.89425e-12
-8.70943e-12,1.43441e-11
1.79609e-11,3.11472e-11
3.98556e-11,-9.41869e-12
-2.5634e-11,5.74602e-12
1.22481e-12,1.10178e-11
1.16691e-11,-1.18436e-11
-4.8447e-11,-1.21892e-11
-1.2513e-11,-2.23975e-11
9.93114e-12,-1.43952e-11
-4.49672e-12,2.61903e-11
5.71294e-12,6.57926e-11
-2.02211e-11,2.60884e-11
1.7811e-11,5.28414e-11
6.28012e-13,-3.26577e-12
-4.56828e-12,5.22834e-12
1.20243e-11,3.1027e-11
1.32133e-12,-2.23148e-11
1.28613e-11,-2.26542e-11
-5.23339e-12,3.73466e-11
2.51902e-11,4.72468e-12
4.28062e-12,1.61519e-11
2.48759e-11,-1.39084e-11
1.18723e-11,1.23257e-11
2.67848e-11,3.16491e-11
2.32891e-11,-3.34647e-12
-5.44922e-12,2.01275e-11
2.81447e-11,-6.46982e-11
-5.74284e-11,-2.36421e-11
-2.21582e-12,3.1904e-11
7.06771e-12,1.27116e-11
2.6083e-11,-3.76065e-12
-2.30564e-11,1.107e-12
1.28679e-11,-2.55902e-12
1.95462e-11,-5.42982e-12
-6.763e-13,-3.20783e-11
-1.67121e-12,-5.90838e-12
-1.33971e-11,-8.5641e-12
1.68237e-11,1.1159e-11
-2.05375e-11,2.66676e-12
-1.73227e-11,7.10992e-12
1.64871e-11,7.31542e-12
-1.07154e-11,-1.16605e-13
-9.32751e-12,1.94725e-11
-3.96896e-13,1.82879e-11
-3.4039e-11,7.95849e-12
1.9787e-11,2.49891e-11
-1.46612e-11,6.65842e-11
1.30082e-11,-1.65021e-11
-1.47616e-11,-1.91797e-11
-3.2835e-12,9.05693e-12
1.97964e-11,4.10699e-11
-4.137e-11,2.92727e-13
-1.03433e-11,-3.87728e-11
1.24556e-11,-1.34408e-11
2.64809e-11,3.51004e-11
-1.03506e-12,-1.90898e-11
-1.60707e-11,6.12594e-12
-9.39434e-12,-1.6359e-11
3.72478e-11,2.60135e-11
1.37319e-11,-2.0471e-11
-3.50642e-13,-3.61403e-12
-9.41339e-12,-1.05274e-11
-4.26226e-11,-2.4772e-11
9.11772e-12,-1.13535e-11
6.41023e-12,-6.67542e-12
-3.06758e-11,-5.67565e-12
1.02203e-11,8.35836e-15
-2.67339e-11,-2.20198e-11
-1.89443e-12,4.94057e-12
2.17648e-11,2.58711e-11
1.13183e-12,1.89126e-11
-1.65137e-11,-2.00044e-11
5.17068e-12,3.77703e-12
-1.22133e-11,-2.40799e-13
2.08684e-12,5.74936e-13
1.12359e-11,-2.28832e-12
-1.48754e-12,2.84397e-11
1.19983e-11,-3.74775e-12
-4.84921e-12,1.66498e-11
1.12731e-13,8.76988e-12
-2.48981e-11,1.6987e-11
-5.46027e-13,-1.05841e-11
1.5633e-11,-3.65517e-11
2.71147e-11,-2.60077e-11
-3.01882e-11,8.53447e-12
1.72069e-11,-2.07877e-11
1.3705e-11,-9.38067e-12
-4.81352e-12,9.62131e-13
1.14518e-11,1.53599e-11
2.69004e-11,2.05375e-11
-7.83404e-14,-1.33647e-11
-5.26335e-12,1.04145e-11
1.45366e-11,2.15099e-11
2.11838e-11,-1.35699e-11
2.87708e-11,9.62065e-12
-3.08828e-12,2.48147e-11
1.17057e-12,1.60013e-11
1.70689e-11,6.31127e-11
-3.11421e-12,-9.87017e-12
-8.18511e-12,-9.13753e-12
4.12809e-11,-6.83304e-12
-1.99488e-11,-2.04027e-11
-7.05418e-12,-3.25978e-11
-2.99063e-11,-3.40856e-11
3.24169e-11,-1.07331e-11
-2.15729e-11,1.34435e-11
1.92981e-11,-8.59824e-12
7.17036e-12,2.25358e-11
2.66583e-11,-4.78401e-12
2.63195e-12,-2.00891e-11
6.07084e-13,1.77226e-11
4.30282e-11,-3.61231e-11
2.33744e-11,2.01742e-11
-1.15751e-11,7.34242e-12
2.92363e-12,5.11654e-11
-3.5864e-11,2.23484e-12
1.33579e-12,3.69359e-11
-1.04416e-11,8.72339e-12
7.07248e-12,-2.20738e-12
2.90317e-11,4.51359e-12
1.50691e-12,-1.57734e-11
9.6202e-13,-4.3438e-11
-3.78241e-11,5.75149e-12
3.50544e-12,-1.3774e-11
1.19924e-12,-5.73812e-12
2.92987e-11,-1.63981e-11
3.59511e-11,5.87981e-11
-2.75494e-11,2.78579e-11
1.5674e-11,-1.40626e-11
-2.39606e-11,8.98745e-12
4.64444e-11,3.13868e-12
-9.82847e-12,1.27001e-11
-4.39332e-11,1.45935e-11
7.78524e-12,1.13248e-11
-3.39569e-12,8.27479e-12
-1.40957e-11,-1.35303e-11
-1.07776e-11,-7.46532e-13
5.72103e-12,8.45252e-12
2.3603e-11,-4.64399e-13
-8.66543e-12,2.90751e-11
2.66778e-11,-1.70012e-11
-1.98469e-12,3.55567e-12
5.08099e-11,1.86325e-11
3.38299e-11,1.05102e-11
-1.75945e-11,-3.27964e-11
-3.79679e-12,3.57746e-12
1.03754e-11,1.13065e-11
-9.33233e-12,1.78604e-11
-3.06791e-11,-5.73407e-12
-1.67222e-11,3.86001e-11
-7.20919e-12,-2.70466e-11
1.65902e-11,1.38947e-11
2.71661e-11,-1.16577e-11
1.45685e-11,-6.4548e-13
1.49661e-11,-3.01045e-11
-2.2659e-11,-1.04728e-12
-4.45341e-11,-4.91904e-12
3.77022e-11,-8.23995e-12
-4.13047e-11,-2.91605e-11
-3.08967e-11,7.05323e-12
8.01402e-12,4.03352e-11
1.34894e-11,-1.93025e-11
-3.74022e-11,2.924e-12
1.22514e-11,-6.65754e-12
-3.1979e-12,-1.38319e-11
-1.27449e-11,-6.05952e-12
-2.26221e-11,1.69042e-11
-2.706e-11,4.76663e-12
3.37534e-11,9.51107e-12
-1.5086e-11,3.45592e-11
-2.36327e-11,-1.6452e-11
-4.96136e-11,-1.44071e-11
-8.70785e-12,-6.91002e-12
-1.36905e-11,1.896e-12
-1.02703e-11,1.23969e-11
1.67969e-11,-2.72435e-11
4.23903e-12,4.77486e-11
6.25075e-12,2.42227e-12
-1.99362e-11,-2.04088e-11
1.13222e-11,2.20768e-11
1.60385e-11,-3.13367e-11
-4.47706e-11,4.79979e-14
-9.80953e-12,2.19201e-11
-7.73685e-12,-1.50402e-11
3.39205e-11,8.99055e-12
-1.53232e-12,9.93174e-12
1.45563e-11,4.76824e-11
2.31288e-11,-2.26164e-11
-2.25873e-11,-5.44271e-12
4.0108e-12,1.36578e-11
1.54906e-11,3.78443e-11
2.4305e-12,1.88301e-11
2.18636e-11,-3.81886e-12
1.83407e-11,6.14595e-12
5.17994e-11,-1.17325e-11
3.33642e-11,3.8469e-11
-7.43553e-12,2.42627e-11
-3.19001e-11,1.51344e-11
1.94629e-11,3.56628e-11
7.11224e-12,-4.11652e-11
-1.17442e-11,7.79495e-12
-5.97963e-12,3.71737e-11
-4.20756e-12,2.39628e-12
3.92716e-11,3.39455e-11
2.90128e-11,3.98188e-11
-6.15959e-13,2.66296e-11
3.54858e-11,-8.15911e-13
-1.78372e-11,-1.40579e-11
-1.61421e-11,2.92565e-11
2.73033e-11,1.75279e-11
4.87314e-12,4.04384e-12
1.07548e-11,-5.17675e-12
2.62079e-11,-6.47987e-12
-1.76948e-11,2.53463e-11
-7.80611e-12,2.17179e-12
-1.37318e-11,-2.11654e-11
1.23454e-11,4.40842e-11
2.58107e-12,1.29539e-11
-3.79792e-12,2.05564e-11
1.26108e-11,3.54088e-12
-8.19107e-12,1.60672e-11
-2.28101e-11,1.40076e-11
-5.26153e-11,-1.09156e-12
-1.67258e-11,-2.10757e-11
-3.49777e-11,3.94976e-11
2.32438e-12,-7.66e-12
-3.31836e-11,9.63926e-12
9.596e-12,-1.77438e-12
-8.58491e-12,-1.68921e-11
8.2612e-12,1.77614e-11
-9.81139e-12,8.05152e-13
-1.50834e-11,2.56328e-11
-3.46901e-11,1.46021e-11
2.22198e-11,2.89637e-11
2.16708e-11,3.61988e-12
1.22541e-11,-3.21324e-11
9.74219e-12,4.13219e-11
-7.91837e-12,-4.81223e-11
8.61891e-12,-2.33418e-12
-1.26824e-11,-1.17168e-11
-8.59924e-12,-1.04589e-12
2.40517e-11,-7.1822e-12
8.70977e-12,1.37884e-11
2.47107e-11,1.87099e-13
-5.06527e-12,-4.15479e-12
2.45627e-12,3.46441e-11
-9.05864e-12,2.70546e-11
-2.02501e-11,-2.34037e-11
-3.05647e-11,1.03456e-11
-2.19304e-11,-6.16862e-12
-1.83171e-11,1.74381e-14
-9.22333e-12,-5.19544e-12
-2.51586e-11,-4.93193e-12
2.30178e-11,2.73297e-11
-9.09198e-12,9.9194e-12
1.1167e-11,-1.51006e-11
2.38315e-11,1.45893e-11
2.68674e-11,-3.46668e-12
-1.63031e-11,3.87202e-11
2.38775e-11,3.15221e-12
-1.92178e-11,-1.33509e-11
-2.13936e-11,7.10815e-12
2.47558e-12,3.81379e-11
-2.64556e-11,-1.18126e-11
-2.84563e-11,-5.52077e-11
7.76436e-12,2.62728e-11
2.85229e-11,-3.36474e-11
4.10864e-11,-3.90236e-11
-2.1239e-11,-6.77966e-13
1.77444e-11,2.1751e-11
-1.16708e-11,-1.99592e-11
-9.27268e-12,-1.64823e-11
3.16518e-11,-8.08806e-12
-1.95868e-11,1.84055e-11
-2.61328e-11,-3.34827e-12
-1.76305e-11,-1.89365e-11
-4.71007e-11,5.32507e-12
1.30744e-11,-3.2771e-11
2.01496e-12,2.64403e-11
-6.02955e-12,-2.68009e-11
-2.80042e-11,8.78785e-12
2.51521e-11,1.27285e-11
-7.68815e-12,2.34468e-11
2.59719e-12,-3.11086e-12
-9.12597e-13,-2.25271e-11
2.53669e-11,-7.37321e-12
2.29466e-11,-3.34572e-11
-3.3416e-12,-1.06758e-11
-6.74378e-12,-9.08022e-12
1.81198e-11,-6.68727e-13
-1.82294e-11,1.15656e-11
-1.30316e-11,-6.09098e-12
1.01041e-11,-1.54293e-11
-1.56415e-11,-1.1274e-11
3.55239e-11,-7.29119e-12
2.88995e-11,-7.0747e-12
-1.15822e-11,-1.3697e-11
-6.82158e-13,-1.66845e-11
-8.89689e-12,3.08291e-11
4.75968e-12,-3.1268e-12
1.64414e-11,-1.3315e-11
-3.10611e-11,-1.76133e-11
2.67959e-11,-1.00412e-11
8.17629e-12,1.99592e-11
-2.4051e-11,1.80352e-12
-2.34432e-12,-2.61816e-11
-2.95769e-11,-9.60507e-12
-4.62615e-12,3.32345e-11
-2.40096e-11,6.74599e-12
-4.995e-12,4.15564e-12
-2.1415e-11,-3.99485e-11
-1.44374e-11,1.57166e-11
-1.83599e-11,6.46144e-12
2.07014e-11,-2.22228e-11
1.71003e-11,5.76322e-12
-5.58586e-11,-1.0762e-11
-7.3531e-12,1.71364e-11
-2.38638e-11,1.36437e-11
1.42247e-11,-2.45724e-11
-8.40982e-12,-7.69658e-12
