x,z,taille
1.12258e-08,-1.28578e-08,3.99e-10
-3.91562e-08,-5.58654e-08,3.99e-10
-1.07314e-08,-2.00461e-08,3.99e-10
6.71219e-09,-4.91065e-08,3.99e-10
9.6424e-09,-1.88931e-08,3.99e-10
-7.08441e-09,-4.7981e-08,3.99e-10
-2.61104e-08,-4.75347e-08,3.99e-10
3.26227e-08,-6.07476e-08,3.99e-10
1.1112e-08,-4.29615e-08,3.99e-10
-1.79129e-08,-6.7945e-08,3.99e-10
7.7843e-09,-6.02396e-08,3.99e-10
-3.01218e-09,-2.7723e-08,3.99e-10
2.10188e-08,-1.29165e-08,3.99e-10
3.41893e-08,-5.22844e-08,3.99e-10
-2.7428e-09,-5.1021e-08,3.99e-10
-1.76015e-08,-6.40255e-08,3.99e-10
-1.77493e-08,-1.50823e-08,3.99e-10
-8.29741e-09,-3.57425e-08,3.99e-10
-4.19206e-09,-2.67403e-08,3.99e-10
-1.80009e-08,-5.75242e-08,3.99e-10
2.00221e-08,-6.78094e-08,3.99e-10
-2.68989e-08,-5.36381e-08,3.99e-10
-1.46543e-08,-4.35002e-08,3.99e-10
-6.72938e-09,-3.56824e-08,3.99e-10
-3.62643e-08,-4.17737e-08,3.99e-10
1.78652e-08,-5.52222e-08,3.99e-10
3.92955e-08,-2.61441e-08,3.99e-10
2.34497e-08,-1.70243e-08,3.99e-10
1.83e-08,-9.06825e-09,3.99e-10
2.13265e-08,-6.59292e-08,3.99e-10
1.25866e-08,-3.04858e-08,3.99e-10
-1.4054e-08,-5.24312e-08,3.99e-10
4.16335e-09,-3.99732e-08,3.99e-10
1.5122e-09,-4.3696e-08,3.99e-10
7.74205e-09,-3.48708e-08,3.99e-10
-2.48836e-08,-3.111e-08,3.99e-10
-3.72065e-08,-2.41054e-08,3.99e-10
-3.04027e-08,-5.99023e-08,3.99e-10
-3.77797e-08,-4.75913e-08,3.99e-10
-4.63506e-09,-6.11749e-08,3.99e-10
-1.39342e-08,-1.94205e-08,3.99e-10
2.12568e-08,-1.4834e-08,3.99e-10
2.03998e-08,-6.43678e-08,3.99e-10
-1.81818e-08,-4.39602e-08,3.99e-10
-2.9847e-08,-4.48707e-08,3.99e-10
9.83e-09,-5.51757e-08,3.99e-10
-1.45325e-08,-3.61168e-08,3.99e-10
2.13124e-08,-2.35247e-08,3.99e-10
-2.20584e-08,-6.5548e-08,3.99e-10
3.9978e-08,-5.36991e-08,3.99e-10
2.40131e-08,-3.71386e-08,3.99e-10
3.51295e-09,-5.79218e-08,3.99e-10
1.19715e-10,-3.28904e-08,3.99e-10
-2.12617e-08,-8.75895e-09,3.99e-10
-2.68128e-08,-5.29113e-08,3.99e-10
-3.13552e-08,-7.74738e-08,3.99e-10
2.00448e-08,-3.85466e-08,3.99e-10
6.55642e-09,-6.73146e-08,3.99e-10
3.66693e-08,-7.04461e-08,3.99e-10
-3.90448e-08,-6.88533e-08,3.99e-10
-2.1499e-08,-3.69188e-08,3.99e-10
2.88983e-08,-1.33763e-08,3.99e-10
-2.99366e-08,-3.66318e-08,3.99e-10
2.19273e-08,-6.7949e-08,3.99e-10
1.46961e-08,-6.69645e-08,3.99e-10
2.27116e-08,-2.26342e-08,3.99e-10
-2.94491e-08,-4.18669e-08,3.99e-10
2.61897e-08,-6.39952e-08,3.99e-10
-3.66997e-09,-2.43036e-08,3.99e-10
2.59723e-08,-1.82938e-08,3.99e-10
9.11486e-09,-7.65584e-08,3.99e-10
-8.04109e-09,-5.47514e-08,3.99e-10
2.87386e-08,-6.81712e-08,3.99e-10
-2.58703e-08,-7.92427e-08,3.99e-10
-3.39718e-08,-1.77724e-08,3.99e-10
-3.65175e-08,-5.04988e-08,3.99e-10
-3.08848e-08,-3.09696e-08,3.99e-10
8.65651e-09,-6.56829e-08,3.99e-10
-2.26377e-08,-6.04988e-08,3.99e-10
3.52422e-08,-7.64321e-08,3.99e-10
-1.94483e-08,-5.51709e-08,3.99e-10
3.51695e-08,-6.19898e-08,3.99e-10
1.67486e-08,-7.45408e-08,3.99e-10
1.77182e-08,-5.70593e-08,3.99e-10
-2.51911e-08,-3.49116e-08,3.99e-10
-3.31315e-08,-3.25535e-08,3.99e-10
-2.50058e-08,-2.146e-08,3.99e-10
-2.96137e-08,-3.82463e-08,3.99e-10
-2.14341e-08,-7.88202e-08,3.99e-10
-2.24219e-08,-2.46003e-08,3.99e-10
3.25003e-08,-6.35128e-08,3.99e-10
-3.3952e-08,-2.33384e-08,3.99e-10
-3.74149e-08,-7.78907e-08,3.99e-10
3.62957e-08,-6.13074e-08,3.99e-10
-2.52129e-08,-2.23071e-08,3.99e-10
-1.45539e-08,-5.31829e-08,3.99e-10
3.27448e-08,-6.39067e-08,3.99e-10
3.2404e-08,-7.57799e-08,3.99e-10
3.99925e-08,-1.98762e-08,3.99e-10
-9.68199e-09,-6.66015e-08,3.99e-10
-3.7576e-08,-7.56644e-08,3.99e-10
3.87961e-08,-7.79862e-08,3.99e-10
-3.13179e-09,-3.09943e-08,3.99e-10
2.33494e-08,-7.32964e-08,3.99e-10
-8.69836e-09,-3.40343e-08,3.99e-10


# Ensemble de particules : N = 7900 | d = 3.3e-10 | E_0 = 1.19e-21 | taille = 3.99e-10 | masse = 6.63e-26
2.0522e-08,4.59916e-09,3.99e-10
-3.75954e-08,-9.84626e-10,3.99e-10
-2.32022e-08,1.68953e-11,3.99e-10
2.22772e-08,4.38408e-09,3.99e-10
2.1319e-08,-2.50547e-09,3.99e-10
1.62761e-08,4.85168e-09,3.99e-10
3.95196e-09,3.76392e-09,3.99e-10
3.11928e-08,-6.07422e-09,3.99e-10
-3.33109e-08,-6.712e-09,3.99e-10
-3.13592e-08,6.10609e-09,3.99e-10
-5.40836e-09,4.95928e-10,3.99e-10
2.3885e-08,-7.09493e-09,3.99e-10
7.80089e-10,8.7261e-10,3.99e-10
-3.68389e-08,5.64612e-09,3.99e-10
2.92906e-08,-9.59238e-10,3.99e-10
1.36919e-08,7.70393e-09,3.99e-10
-7.98189e-09,6.94198e-09,3.99e-10
3.5184e-08,-5.69861e-09,3.99e-10
2.09507e-08,7.62327e-09,3.99e-10
1.50092e-08,6.68156e-09,3.99e-10
-2.82361e-08,6.6355e-09,3.99e-10
2.08667e-08,-3.49973e-09,3.99e-10
-3.75047e-08,2.26017e-09,3.99e-10
-1.35799e-08,-8.82853e-10,3.99e-10
2.73431e-08,-4.65805e-09,3.99e-10
-2.7583e-08,3.89817e-09,3.99e-10
8.78758e-10,-4.85814e-10,3.99e-10
-1.46375e-08,-6.84089e-09,3.99e-10
2.56555e-08,2.92524e-09,3.99e-10
-2.37286e-08,-7.8619e-09,3.99e-10
2.51014e-09,1.30828e-09,3.99e-10
6.84069e-09,-7.43678e-09,3.99e-10
2.76448e-08,-7.07441e-09,3.99e-10
-9.31414e-09,2.30355e-09,3.99e-10
-2.81496e-08,-7.31917e-09,3.99e-10
-1.58299e-08,-6.84197e-09,3.99e-10
6.0754e-09,7.81828e-09,3.99e-10
3.52923e-08,-1.37652e-09,3.99e-10
-1.69338e-08,-5.49377e-09,3.99e-10
-2.69471e-08,-4.90616e-09,3.99e-10
2.69704e-08,4.90379e-09,3.99e-10
-9.84678e-09,5.56302e-09,3.99e-10
3.3134e-09,7.54867e-09,3.99e-10
-1.87901e-08,-7.18839e-09,3.99e-10
-3.99448e-08,2.95842e-09,3.99e-10
3.28182e-08,-1.68957e-09,3.99e-10
3.94159e-08,5.23796e-09,3.99e-10
3.08485e-08,5.18328e-09,3.99e-10
2.73635e-08,3.0291e-09,3.99e-10
-8.62366e-09,4.67338e-09,3.99e-10
1.94353e-08,-7.74492e-09,3.99e-10
-1.91779e-08,-7.5627e-09,3.99e-10
7.49371e-09,-5.30343e-09,3.99e-10
1.0548e-08,5.22438e-09,3.99e-10
-6.51798e-09,7.05808e-09,3.99e-10
-3.93144e-09,-5.96681e-09,3.99e-10
-1.97939e-08,-3.99553e-09,3.99e-10
1.92632e-08,-4.9337e-09,3.99e-10
-1.08835e-08,-2.27258e-09,3.99e-10
8.40672e-09,1.53755e-09,3.99e-10
-2.14112e-08,1.4349e-09,3.99e-10
-3.11894e-08,2.84215e-09,3.99e-10
-5.35295e-09,-5.05217e-09,3.99e-10
2.01725e-08,-1.4753e-09,3.99e-10
1.89758e-08,6.00496e-09,3.99e-10
-1.35384e-08,2.97098e-09,3.99e-10
1.14925e-08,1.80308e-09,3.99e-10
2.30709e-08,8.98378e-10,3.99e-10
3.71311e-08,-7.22067e-09,3.99e-10
-3.40655e-09,-2.92786e-09,3.99e-10
-3.76928e-08,-6.28782e-09,3.99e-10
1.13022e-08,-4.51247e-09,3.99e-10
8.21136e-09,-3.1766e-09,3.99e-10
2.66934e-08,3.59481e-09,3.99e-10
3.81397e-08,6.84746e-09,3.99e-10
2.22576e-08,1.11386e-09,3.99e-10
1.78083e-08,-2.95178e-09,3.99e-10
2.81587e-08,-3.40515e-09,3.99e-10
2.94581e-08,4.90004e-09,3.99e-10
-7.06406e-09,-2.75667e-09,3.99e-10
-1.96427e-08,4.27229e-09,3.99e-10
-6.75907e-09,3.10794e-09,3.99e-10
-2.7575e-08,1.34465e-09,3.99e-10
-2.81674e-09,-4.19388e-09,3.99e-10
-2.61569e-08,5.54547e-10,3.99e-10
1.5219e-08,4.41454e-09,3.99e-10
-1.92995e-08,-3.65755e-09,3.99e-10
1.96803e-09,1.44976e-09,3.99e-10
1.48773e-08,-9.70943e-10,3.99e-10
-1.10393e-08,7.21007e-09,3.99e-10
-2.63119e-08,-1.92331e-09,3.99e-10
1.8947e-08,-4.79405e-10,3.99e-10
2.99396e-08,-1.65515e-09,3.99e-10
2.89696e-08,5.24326e-09,3.99e-10
-1.79108e-08,6.97307e-09,3.99e-10
-3.1305e-08,1.93413e-09,3.99e-10
-3.26681e-09,6.87147e-09,3.99e-10
-3.84512e-08,6.10586e-09,3.99e-10
3.0433e-09,-2.14119e-09,3.99e-10
7.06094e-09,-9.17069e-10,3.99e-10
3.56313e-08,4.98621e-09,3.99e-10
-4.11018e-09,-6.82275e-09,3.99e-10
5.94392e-09,-5.11869e-09,3.99e-10
2.32367e-08,-7.6656e-09,3.99e-10
-1.08908e-08,-1.23171e-10,3.99e-10
2.22787e-08,-4.31255e-09,3.99e-10
-1.94017e-08,-6.39223e-09,3.99e-10
-1.51808e-08,-6.32771e-09,3.99e-10
-2.14478e-08,6.09833e-09,3.99e-10
1.29409e-08,-6.50031e-09,3.99e-10
-1.96801e-08,-7.07929e-09,3.99e-10
-3.49348e-08,3.01381e-09,3.99e-10
-6.32728e-09,-6.22751e-09,3.99e-10
8.17944e-10,-5.26643e-09,3.99e-10
-2.97315e-08,1.25373e-09,3.99e-10
3.4015e-08,5.97948e-09,3.99e-10
-9.97547e-09,-6.1751e-09,3.99e-10
-2.52552e-08,-2.97925e-10,3.99e-10
-2.01739e-08,-3.68636e-09,3.99e-10
-3.29767e-08,-3.41912e-09,3.99e-10
-1.75557e-08,-4.69325e-09,3.99e-10
-1.30929e-08,-6.99032e-09,3.99e-10
-3.71615e-08,5.8878e-09,3.99e-10
2.31798e-08,3.43847e-09,3.99e-10
-7.25021e-09,-2.32358e-09,3.99e-10
-1.69495e-08,-3.60875e-10,3.99e-10
-1.90123e-08,1.91398e-09,3.99e-10
-3.90704e-08,-6.92621e-09,3.99e-10
-7.96002e-09,1.03221e-09,3.99e-10
-3.59584e-08,5.58476e-09,3.99e-10
-2.0862e-08,5.24924e-09,3.99e-10
-2.57907e-08,7.61187e-09,3.99e-10
6.71287e-09,8.23353e-09,3.99e-10
3.837e-08,-5.36395e-09,3.99e-10
3.40167e-10,4.61724e-09,3.99e-10
4.10117e-09,-3.33435e-09,3.99e-10
3.25947e-08,-6.09936e-09,3.99e-10
2.82111e-08,3.74675e-09,3.99e-10
-8.92739e-09,6.06882e-09,3.99e-10
-2.26419e-08,1.65099e-09,3.99e-10
3.13024e-08,-7.41373e-09,3.99e-10
-2.88975e-09,6.86707e-09,3.99e-10
-3.29692e-08,3.50021e-09,3.99e-10
-1.31398e-08,6.75427e-09,3.99e-10
8.744e-09,-5.24383e-10,3.99e-10
3.07877e-08,6.05555e-09,3.99e-10
2.46849e-08,1.20679e-09,3.99e-10
-2.9238e-08,-2.62438e-09,3.99e-10
2.33059e-08,-9.75364e-10,3.99e-10
-3.33552e-08,6.78696e-10,3.99e-10
1.63572e-08,-5.5642e-09,3.99e-10
-9.91e-09,-6.75551e-09,3.99e-10
-3.4718e-08,6.50969e-09,3.99e-10
2.05294e-08,-7.67996e-09,3.99e-10
2.86998e-08,-1.28508e-09,3.99e-10
-3.66878e-08,1.41286e-09,3.99e-10
-3.88809e-08,-6.21794e-09,3.99e-10
-4.58137e-09,-5.60361e-09,3.99e-10
-2.86378e-08,-1.02425e-09,3.99e-10
2.1241e-08,6.06539e-09,3.99e-10
-1.42685e-08,4.40959e-09,3.99e-10
-2.11231e-08,1.68197e-09,3.99e-10
-6.01609e-10,-1.09886e-09,3.99e-10
-1.92358e-08,6.32325e-09,3.99e-10
1.33803e-08,-6.59695e-09,3.99e-10
-1.36344e-08,-7.3881e-09,3.99e-10
-5.21423e-09,-1.49295e-09,3.99e-10
2.57141e-08,-5.02224e-09,3.99e-10
-3.61924e-08,-5.97096e-10,3.99e-10
3.66136e-08,7.1985e-09,3.99e-10
-9.64932e-09,2.46567e-09,3.99e-10
-3.88027e-09,1.76039e-09,3.99e-10
3.33073e-08,5.95647e-09,3.99e-10
7.78311e-09,-6.05402e-09,3.99e-10
3.55469e-08,-3.77135e-09,3.99e-10
1.85386e-08,2.2476e-09,3.99e-10
5.93375e-09,-2.98198e-09,3.99e-10
1.14983e-08,4.45941e-09,3.99e-10
1.48475e-08,5.71568e-09,3.99e-10
-1.94575e-08,-5.78077e-09,3.99e-10
-3.65707e-08,-7.44283e-10,3.99e-10
1.37059e-08,1.14831e-09,3.99e-10
9.42121e-09,-5.75945e-09,3.99e-10
-3.9076e-08,9.0559e-11,3.99e-10
2.05592e-08,7.83856e-09,3.99e-10
-1.36561e-08,-1.71751e-10,3.99e-10
-2.79237e-08,5.83481e-09,3.99e-10
2.96245e-08,5.71033e-09,3.99e-10
3.95175e-08,-5.88363e-09,3.99e-10
-3.11349e-08,-5.42133e-09,3.99e-10
1.83413e-08,-6.57718e-09,3.99e-10
1.36072e-08,2.55542e-09,3.99e-10
6.88613e-09,-5.44338e-09,3.99e-10
-2.98544e-10,6.19381e-10,3.99e-10
-1.62123e-08,4.66678e-10,3.99e-10
3.70092e-08,-6.08971e-09,3.99e-10
2.85616e-08,-7.10853e-09,3.99e-10
2.15055e-08,1.05319e-10,3.99e-10
2.38028e-08,1.93338e-09,3.99e-10
-3.95043e-08,1.06548e-09,3.99e-10
-1.36327e-08,-8.00699e-09,3.99e-10
-2.24797e-09,7.57596e-09,3.99e-10
1.11574e-09,-2.02322e-10,3.99e-10
-1.40475e-08,6.4354e-09,3.99e-10
-4.72451e-09,-1.98936e-09,3.99e-10
-1.56931e-08,-2.42453e-09,3.99e-10
9.78821e-09,-3.40768e-09,3.99e-10
6.03907e-09,-1.22429e-09,3.99e-10
5.06854e-09,4.19279e-09,3.99e-10
-3.38619e-08,-2.66595e-09,3.99e-10
7.18682e-09,5.278e-09,3.99e-10
-3.92948e-09,6.98911e-09,3.99e-10
1.84011e-08,-3.9661e-09,3.99e-10
3.00545e-08,3.85859e-09,3.99e-10
2.31618e-08,4.72475e-09,3.99e-10
-1.6069e-08,-2.7368e-09,3.99e-10
-8.03043e-09,-1.90969e-09,3.99e-10
1.85881e-08,5.82398e-09,3.99e-10
3.75353e-08,-1.77647e-09,3.99e-10
-3.70972e-08,-1.14129e-09,3.99e-10
-2.78482e-08,4.53334e-09,3.99e-10
1.47088e-08,8.10013e-11,3.99e-10
3.99753e-08,6.25037e-09,3.99e-10
1.14901e-08,-4.18758e-09,3.99e-10
2.36234e-08,-5.71656e-09,3.99e-10
-9.99514e-09,2.32885e-09,3.99e-10
2.8359e-08,5.4022e-09,3.99e-10
6.4549e-09,-3.48884e-09,3.99e-10
3.82818e-08,4.48885e-09,3.99e-10
3.52045e-08,-1.9733e-09,3.99e-10
1.31632e-08,-5.3861e-09,3.99e-10
-1.6559e-09,6.77143e-09,3.99e-10
1.90137e-08,-1.52376e-09,3.99e-10
-2.00101e-08,7.60513e-09,3.99e-10
1.01864e-08,-4.89038e-09,3.99e-10
-1.90026e-08,2.31408e-09,3.99e-10
-1.09775e-08,6.40807e-09,3.99e-10
1.61572e-08,5.39282e-09,3.99e-10
-2.23383e-08,-1.99968e-09,3.99e-10
-1.96327e-08,2.67315e-09,3.99e-10
-3.79407e-08,-8.98267e-10,3.99e-10
5.90357e-09,3.99545e-10,3.99e-10
-1.10705e-08,-6.07135e-09,3.99e-10
-8.35417e-09,6.57787e-09,3.99e-10
-2.44114e-08,-7.831e-10,3.99e-10
-2.54366e-09,5.75787e-09,3.99e-10
-1.16068e-09,3.74431e-09,3.99e-10
4.43876e-09,4.8521e-09,3.99e-10
2.802e-08,1.40749e-09,3.99e-10
3.36738e-10,5.38197e-10,3.99e-10
3.94732e-08,-3.29796e-09,3.99e-10
2.55057e-09,6.71334e-09,3.99e-10
2.08349e-08,-7.84902e-09,3.99e-10
-2.95463e-08,1.69675e-09,3.99e-10
-3.24879e-08,6.51745e-09,3.99e-10
3.63988e-08,-6.37382e-09,3.99e-10
-2.06279e-08,7.30915e-09,3.99e-10
-1.08411e-08,6.11229e-09,3.99e-10
-2.45184e-08,-4.39753e-09,3.99e-10
-3.43914e-08,-7.33378e-09,3.99e-10
-3.52115e-08,1.64877e-09,3.99e-10
-5.21832e-09,5.98861e-09,3.99e-10
-8.59337e-09,-7.19854e-09,3.99e-10
-1.10601e-08,-1.96521e-09,3.99e-10
-1.25778e-09,3.11855e-09,3.99e-10
-3.7736e-08,2.83662e-09,3.99e-10
2.83643e-08,-7.39853e-09,3.99e-10
3.9403e-08,-6.68115e-09,3.99e-10
1.00817e-08,-6.76062e-09,3.99e-10
-1.99543e-08,-4.99168e-09,3.99e-10
-1.69771e-08,-1.23962e-09,3.99e-10
-2.34284e-09,-8.03045e-09,3.99e-10
-2.40355e-09,4.49314e-09,3.99e-10
-1.08983e-08,-4.54648e-09,3.99e-10
2.75346e-08,4.75126e-09,3.99e-10
-3.33593e-08,-2.29475e-09,3.99e-10
4.8478e-09,7.53567e-10,3.99e-10
1.38325e-08,-4.80173e-09,3.99e-10
2.52907e-08,6.11781e-09,3.99e-10
-1.80283e-08,-5.34765e-10,3.99e-10
-2.74461e-08,9.5048e-10,3.99e-10
2.20286e-08,1.42936e-09,3.99e-10
-3.97686e-08,-3.78107e-09,3.99e-10
-1.74564e-08,3.52286e-09,3.99e-10
9.71193e-09,-7.19491e-10,3.99e-10
3.81608e-08,3.98874e-11,3.99e-10
-2.16174e-09,-2.70201e-09,3.99e-10
-3.48721e-08,6.58832e-11,3.99e-10
3.3967e-08,-3.06544e-09,3.99e-10
-3.5359e-08,-2.2209e-09,3.99e-10
7.08095e-09,7.30775e-09,3.99e-10
-2.47041e-08,-4.66952e-09,3.99e-10
-3.98894e-09,-5.03656e-09,3.99e-10
2.14748e-08,3.96521e-09,3.99e-10
-1.85914e-08,-4.01226e-09,3.99e-10
2.82691e-08,4.2041e-09,3.99e-10
-3.85013e-08,-1.97182e-09,3.99e-10
2.36961e-08,-5.09241e-09,3.99e-10
-3.88968e-08,1.07558e-09,3.99e-10
-4.31471e-09,-4.90579e-09,3.99e-10
-1.47517e-08,-4.21215e-09,3.99e-10
1.3368e-09,6.05148e-09,3.99e-10
3.47964e-08,1.18383e-09,3.99e-10
-2.98186e-08,-1.91117e-10,3.99e-10
3.56553e-08,-6.96037e-09,3.99e-10
3.59286e-08,-3.53369e-10,3.99e-10
7.42503e-09,6.06848e-10,3.99e-10
5.52999e-09,-2.40292e-09,3.99e-10
-1.93478e-08,5.23968e-10,3.99e-10
-1.86411e-08,-9.50144e-10,3.99e-10
-3.84938e-08,1.02065e-09,3.99e-10
3.05634e-08,-4.83464e-09,3.99e-10
2.53739e-08,2.02282e-09,3.99e-10
-9.38172e-09,8.40642e-10,3.99e-10
6.25192e-09,6.84047e-10,3.99e-10
-2.43987e-08,7.14547e-09,3.99e-10
2.35602e-08,-1.21639e-09,3.99e-10
2.6262e-08,5.59096e-09,3.99e-10
-8.63268e-09,-2.94065e-09,3.99e-10
-7.93051e-09,-4.35035e-09,3.99e-10
2.04304e-08,2.84002e-09,3.99e-10
3.30522e-08,-4.11599e-09,3.99e-10
-3.96637e-08,6.2964e-09,3.99e-10
1.05191e-08,-5.49384e-09,3.99e-10
1.04017e-08,-2.93612e-09,3.99e-10
2.08576e-08,-1.86952e-09,3.99e-10
-8.88861e-09,-5.81768e-09,3.99e-10
2.83411e-08,1.81182e-10,3.99e-10
2.44315e-08,4.17792e-10,3.99e-10
-3.04255e-08,-7.96101e-09,3.99e-10
3.35845e-08,1.63235e-09,3.99e-10
8.76253e-09,-7.84837e-09,3.99e-10
9.43202e-09,-2.63055e-09,3.99e-10
3.70705e-08,9.59758e-10,3.99e-10
-1.39715e-08,-1.28487e-09,3.99e-10
1.68446e-08,2.69321e-09,3.99e-10
-2.90348e-08,3.15922e-09,3.99e-10
2.25611e-08,4.58019e-09,3.99e-10
-3.07537e-08,-7.28408e-09,3.99e-10
-1.71105e-08,5.45442e-09,3.99e-10
-2.5988e-08,-5.05569e-09,3.99e-10
3.78643e-08,-6.20698e-10,3.99e-10
-1.6373e-08,-3.96585e-09,3.99e-10
-3.38431e-08,5.94655e-09,3.99e-10
-2.10305e-08,2.9521e-09,3.99e-10
-2.21826e-09,-2.10593e-09,3.99e-10
3.33024e-09,2.16697e-09,3.99e-10
3.38282e-08,-7.83333e-09,3.99e-10
-4.30345e-09,-1.36682e-09,3.99e-10
-2.3969e-08,-8.1522e-09,3.99e-10
-2.67393e-08,6.56944e-09,3.99e-10
1.54956e-08,3.32042e-09,3.99e-10
1.00628e-09,-2.71751e-09,3.99e-10
2.30538e-08,5.77507e-09,3.99e-10
-2.33237e-09,-1.32795e-09,3.99e-10
2.98765e-08,4.17724e-09,3.99e-10
1.29699e-08,6.20341e-09,3.99e-10
-3.99706e-08,-1.90007e-09,3.99e-10
-4.69106e-09,3.02138e-09,3.99e-10
1.14168e-08,-5.14611e-09,3.99e-10
-2.56673e-08,3.41162e-09,3.99e-10
-1.23887e-09,7.3505e-09,3.99e-10
-3.44925e-08,-4.41243e-09,3.99e-10
-3.4982e-08,-2.10978e-09,3.99e-10
3.32001e-08,5.15066e-09,3.99e-10
3.92538e-08,-1.37449e-09,3.99e-10
3.97868e-08,6.93942e-09,3.99e-10
-2.90698e-08,1.86791e-09,3.99e-10
-1.46772e-09,6.34002e-09,3.99e-10
-2.23571e-08,3.20504e-09,3.99e-10
1.93471e-08,-6.90296e-09,3.99e-10
-3.41307e-08,-2.88102e-09,3.99e-10
-3.98498e-08,3.57724e-09,3.99e-10
-3.14446e-09,-3.94416e-09,3.99e-10
-3.03456e-08,-5.33316e-09,3.99e-10
-1.417e-08,-3.87618e-09,3.99e-10
-2.15303e-08,-7.06393e-09,3.99e-10
-2.08183e-08,-3.16122e-09,3.99e-10
-1.39728e-08,-5.99977e-09,3.99e-10
-3.47492e-08,2.67341e-09,3.99e-10
-2.27977e-08,6.71673e-09,3.99e-10
-3.7155e-08,-3.0068e-09,3.99e-10
3.95437e-08,3.2536e-09,3.99e-10
1.58209e-08,3.60343e-09,3.99e-10
2.27661e-08,-1.44794e-09,3.99e-10
-1.28435e-08,-5.04558e-09,3.99e-10
-2.68352e-08,8.11327e-10,3.99e-10
-3.97197e-09,4.05146e-09,3.99e-10
-6.52666e-11,-2.59474e-09,3.99e-10
2.80108e-09,4.76647e-09,3.99e-10
-4.1855e-11,6.9862e-09,3.99e-10
3.71892e-08,-3.73631e-09,3.99e-10
-3.03727e-08,3.83586e-09,3.99e-10
-3.57176e-08,4.90818e-09,3.99e-10
5.66289e-09,-2.08151e-09,3.99e-10
1.4955e-08,5.36993e-09,3.99e-10
1.69014e-08,-1.39731e-09,3.99e-10
-1.3351e-08,-5.68119e-09,3.99e-10
6.07745e-09,-6.52277e-09,3.99e-10
-9.1786e-09,1.19633e-09,3.99e-10
2.95571e-09,-5.61131e-09,3.99e-10
1.90469e-08,7.30113e-09,3.99e-10
3.61514e-09,-4.287e-09,3.99e-10
-2.96814e-08,-3.04521e-09,3.99e-10
2.26274e-08,-7.25473e-09,3.99e-10
1.96739e-08,4.51444e-09,3.99e-10
-3.04685e-08,-6.16839e-09,3.99e-10
-2.30366e-08,-3.7625e-09,3.99e-10
-5.8251e-09,-7.93828e-10,3.99e-10
1.99004e-08,5.93872e-09,3.99e-10
-1.72136e-08,-6.56169e-09,3.99e-10
-6.24504e-09,2.16668e-09,3.99e-10
3.23408e-08,5.61691e-09,3.99e-10
1.25185e-08,-4.4833e-10,3.99e-10
